Type	nIndiv	SimNum	TetraDist	HexaABDist	HexaACDist	HexaBCDist	TetraAMinDip	TetraBMinDip	HexaAMinDip	HexaBMinDip	HexaCMinDip	ESS	AvgTetraPP	AvgHexaPP	MinTetraPP	MinHexaPP	TetraCorrect	HexaCorrect
shared	10	79	62.30	100.00	100.00	66.71	39.30	3.70	33.57	66.71	3.70	357.0	1.00	1.00	1.00	1.00	True	True
shared	10	80	15.44	100.00	54.70	100.00	12.80	15.44	10.62	13.34	54.70	284.0	0.51	1.00	0.51	1.00	False	True
shared	10	81	100.00	41.24	100.00	100.00	13.46	17.30	26.26	18.47	2.27	429.3	1.00	1.00	1.00	1.00	True	True
shared	10	82	61.01	100.00	52.87	100.00	6.11	52.87	4.56	17.02	52.87	359.3	1.00	1.00	1.00	1.00	True	True
shared	10	83	100.00	50.41	100.00	100.00	0.40	13.12	28.85	50.41	8.44	355.9	1.00	1.00	1.00	1.00	True	True
shared	10	84	100.00	5.95	3.97	5.95	10.89	8.33	5.95	5.24	5.95	398.8	1.00	1.00	1.00	1.00	True	True
shared	10	85	100.00	40.93	100.00	100.00	7.97	26.14	26.14	4.16	28.78	256.5	1.00	1.00	1.00	1.00	True	True
shared	10	86	70.62	100.00	100.00	29.80	16.98	27.94	17.95	21.73	8.33	310.7	1.00	1.00	1.00	1.00	True	True
shared	10	87	100.00	35.25	35.25	29.88	19.19	11.19	18.63	29.88	11.19	427.8	1.00	1.00	1.00	1.00	True	True
shared	10	88	100.00	100.00	59.82	100.00	14.54	13.71	27.22	29.68	59.82	290.6	1.00	1.00	1.00	1.00	True	True
shared	10	89	100.00	44.14	100.00	100.00	18.51	21.75	7.69	38.36	48.05	423.2	1.00	1.00	1.00	1.00	True	True
shared	10	90	38.46	100.00	100.00	38.46	24.26	37.17	10.51	11.40	23.89	442.9	1.00	1.00	1.00	1.00	True	True
shared	10	91	100.00	70.55	100.00	100.00	27.50	32.53	7.63	34.39	26.17	368.8	1.00	1.00	1.00	1.00	True	True
shared	10	92	65.21	33.10	33.10	29.66	20.42	22.76	33.10	29.66	22.94	397.2	1.00	0.51	1.00	0.51	True	False
shared	10	93	100.00	11.57	21.73	21.73	13.04	7.93	11.54	7.88	21.73	292.6	1.00	1.00	1.00	1.00	True	True
shared	10	94	100.00	37.04	100.00	100.00	32.56	30.19	37.04	14.69	17.39	403.2	1.00	1.00	1.00	1.00	True	True
shared	10	95	55.65	64.73	45.36	64.73	64.73	64.73	45.36	64.73	29.53	431.4	1.00	1.00	1.00	1.00	True	True
shared	10	96	34.68	100.00	27.22	100.00	2.48	34.68	27.22	4.87	16.79	320.7	1.00	1.00	1.00	1.00	True	True
shared	10	97	27.59	8.30	21.55	21.55	16.13	17.53	12.15	12.15	10.67	432.4	1.00	0.53	1.00	0.51	True	True
shared	10	98	71.71	40.63	71.71	71.71	28.18	0.04	19.75	16.97	28.18	423.5	1.00	1.00	1.00	1.00	True	True
shared	10	99	57.93	69.06	69.06	43.51	2.83	7.29	69.06	33.88	15.94	365.8	1.00	1.00	1.00	1.00	True	True
shared	10	100	55.13	33.87	36.72	36.72	29.09	0.46	26.46	11.63	28.58	455.6	1.00	1.00	1.00	1.00	True	True
shared	50	1	60.08	33.49	100.00	100.00	9.83	29.56	3.43	2.49	20.11	471.6	1.00	1.00	1.00	1.00	True	True
shared	50	2	100.00	33.28	100.00	100.00	13.75	24.89	29.01	24.89	30.91	395.1	1.00	1.00	1.00	1.00	True	True
shared	50	3	54.29	54.29	54.29	50.67	24.07	44.49	41.43	40.16	44.49	419.6	1.00	1.00	1.00	1.00	True	True
shared	50	4	59.62	100.00	51.78	100.00	18.32	30.79	30.79	3.17	36.31	340.3	1.00	1.00	1.00	1.00	True	True
shared	50	5	25.76	50.08	22.94	50.08	22.70	7.18	18.90	4.64	12.79	423.3	1.00	1.00	1.00	1.00	True	True
shared	50	6	100.00	100.00	61.22	100.00	27.23	22.27	26.54	19.63	15.25	328.1	1.00	1.00	1.00	1.00	True	True
shared	50	7	100.00	100.00	25.25	100.00	22.78	17.10	22.45	24.59	22.78	340.3	1.00	1.00	1.00	1.00	True	True
shared	50	8	55.15	55.15	55.15	43.92	27.15	39.37	8.84	10.41	39.37	219.5	1.00	1.00	1.00	1.00	True	True
shared	50	9	35.99	36.55	25.51	36.55	12.12	7.85	25.51	18.55	14.57	303.2	1.00	0.98	1.00	0.93	True	False
shared	50	10	100.00	100.00	35.31	100.00	5.37	6.13	14.37	6.13	2.76	293.7	1.00	1.00	1.00	1.00	True	True
shared	50	11	27.67	60.50	39.06	60.50	2.31	16.05	1.91	60.50	22.39	482.1	1.00	1.00	1.00	1.00	True	True
shared	50	12	100.00	54.58	100.00	100.00	19.97	17.09	1.38	12.92	10.25	377.0	1.00	1.00	1.00	1.00	True	True
shared	50	13	50.27	100.00	50.27	100.00	43.76	12.65	21.78	15.14	16.08	418.9	1.00	1.00	1.00	1.00	True	True
shared	50	14	63.25	16.59	64.19	64.19	27.83	23.48	25.65	25.65	0.78	264.1	1.00	1.00	1.00	1.00	True	True
shared	50	15	100.00	35.35	35.35	22.92	23.67	32.63	2.91	6.81	2.29	386.2	1.00	1.00	1.00	1.00	True	True
shared	50	16	36.99	36.99	57.49	57.49	33.06	15.92	33.06	31.02	30.51	238.2	1.00	1.00	1.00	1.00	True	True
shared	50	17	50.75	100.00	45.58	100.00	3.44	4.35	5.54	24.67	5.22	358.3	1.00	1.00	1.00	1.00	True	True
shared	50	18	47.26	39.39	47.26	47.26	1.10	23.61	39.39	31.62	12.68	352.6	1.00	1.00	1.00	1.00	True	True
shared	50	19	29.98	29.98	46.32	46.32	11.49	29.98	29.98	4.40	19.39	405.5	1.00	1.00	1.00	1.00	True	True
shared	50	20	62.55	62.55	62.55	34.37	30.16	31.34	30.16	3.19	15.78	429.1	1.00	1.00	1.00	1.00	True	True
shared	50	21	100.00	39.06	100.00	100.00	26.32	11.26	39.06	2.00	28.86	298.4	1.00	1.00	1.00	1.00	True	True
shared	50	22	41.03	34.28	34.28	28.77	39.65	30.93	12.68	9.20	28.77	419.8	1.00	1.00	1.00	1.00	True	True
shared	50	23	100.00	41.24	41.24	36.20	24.65	25.44	17.18	36.20	24.78	233.7	1.00	0.98	1.00	0.90	True	False
shared	50	24	49.76	49.76	49.76	41.26	37.71	31.13	26.86	18.51	22.46	341.7	1.00	1.00	1.00	1.00	True	True
shared	50	25	44.08	50.59	100.00	100.00	44.08	16.90	16.34	50.59	8.35	334.1	1.00	1.00	1.00	1.00	True	True
shared	50	26	100.00	100.00	100.00	31.82	27.85	33.00	42.33	7.54	27.69	20.1	1.00	0.53	1.00	0.51	True	False
shared	50	27	100.00	100.00	100.00	76.02	35.72	14.57	37.01	33.40	33.11	340.1	1.00	1.00	1.00	1.00	True	True
shared	50	28	16.46	40.94	39.53	40.94	19.21	19.21	39.53	2.41	14.15	384.3	0.51	1.00	0.50	1.00	False	True
shared	50	29	29.89	100.00	34.08	100.00	9.33	14.61	26.62	25.30	30.81	305.2	1.00	1.00	1.00	1.00	True	True
shared	50	30	38.10	37.32	25.19	37.32	19.76	5.85	31.03	13.35	31.03	384.1	1.00	1.00	1.00	1.00	True	True
shared	50	31	30.15	100.00	100.00	30.15	22.38	30.15	2.63	30.15	26.67	430.7	1.00	1.00	1.00	1.00	True	True
shared	50	32	100.00	100.00	18.30	100.00	32.23	28.84	21.39	20.61	21.39	465.3	1.00	0.52	1.00	0.50	True	False
shared	50	33	52.00	100.00	52.00	100.00	31.79	9.66	7.77	100.00	8.47	312.3	1.00	1.00	1.00	1.00	True	True
shared	50	34	100.00	55.28	100.00	100.00	38.96	25.87	15.93	48.36	29.03	165.8	1.00	1.00	1.00	1.00	True	True
shared	50	35	46.64	52.75	52.75	31.80	10.65	5.67	19.74	18.13	3.95	377.8	1.00	1.00	1.00	1.00	True	True
shared	50	36	100.00	35.11	57.74	57.74	6.82	100.00	19.12	35.11	26.08	244.0	1.00	1.00	1.00	1.00	True	True
shared	50	37	100.00	63.15	100.00	100.00	39.98	56.19	23.17	31.74	27.58	297.0	1.00	1.00	1.00	1.00	True	True
shared	50	38	100.00	100.00	44.75	100.00	30.53	9.69	19.04	55.71	20.63	277.8	1.00	1.00	1.00	1.00	True	True
shared	50	39	100.00	100.00	100.00	26.97	35.87	28.75	35.87	18.81	24.01	246.6	1.00	0.51	1.00	0.50	True	False
shared	50	40	100.00	39.40	46.09	46.09	39.72	11.30	19.45	8.68	15.57	415.2	1.00	1.00	1.00	1.00	True	True
shared	50	41	100.00	27.18	36.21	36.21	13.62	8.15	27.18	15.06	14.83	376.4	1.00	1.00	1.00	1.00	True	True
shared	50	42	100.00	52.02	100.00	100.00	19.31	14.19	19.31	52.02	19.85	394.1	1.00	1.00	1.00	1.00	True	True
shared	50	43	100.00	100.00	36.72	100.00	32.12	40.34	11.90	25.57	2.63	236.1	1.00	1.00	1.00	1.00	True	True
shared	50	44	100.00	35.49	32.24	35.49	8.37	14.29	21.50	2.85	15.92	400.5	1.00	1.00	1.00	1.00	True	True
shared	50	45	100.00	54.78	54.78	27.13	14.62	25.77	27.49	15.02	4.16	394.8	1.00	1.00	1.00	1.00	True	True
shared	50	46	50.11	50.11	88.53	88.53	22.80	24.00	22.80	5.07	3.73	386.7	1.00	1.00	1.00	1.00	True	True
shared	50	47	42.84	100.00	100.00	60.94	19.63	42.84	100.00	20.55	8.37	468.5	0.98	1.00	0.91	1.00	False	True
shared	50	48	42.71	42.71	42.52	42.71	11.95	9.41	9.98	18.57	11.11	391.0	1.00	1.00	1.00	1.00	True	True
shared	50	49	59.04	100.00	100.00	50.36	9.88	10.84	11.20	50.36	49.01	315.5	1.00	1.00	1.00	1.00	True	True
shared	50	50	100.00	100.00	55.84	100.00	15.10	36.34	36.34	4.43	4.47	278.1	1.00	1.00	1.00	1.00	True	True
shared	50	51	35.57	100.00	100.00	35.57	11.24	4.10	40.37	6.31	17.18	287.6	1.00	1.00	1.00	1.00	True	True
shared	50	52	100.00	100.00	51.38	100.00	32.55	21.93	40.82	20.77	2.39	215.6	1.00	1.00	1.00	1.00	True	True
shared	50	53	58.10	42.55	42.55	28.93	15.16	30.68	9.89	30.68	30.68	338.7	1.00	0.92	1.00	0.71	True	False
shared	50	54	28.87	98.75	13.00	98.75	0.25	15.03	13.00	23.03	12.59	387.7	1.00	1.00	1.00	1.00	True	True
shared	50	55	100.00	18.25	100.00	100.00	19.92	20.75	28.92	28.92	27.71	365.8	1.00	0.50	1.00	0.50	True	False
shared	50	56	100.00	59.20	44.69	59.20	27.98	44.83	7.35	19.04	19.90	313.1	1.00	1.00	1.00	0.99	True	True
shared	50	57	36.58	29.71	100.00	100.00	7.89	16.47	29.71	20.22	27.37	284.9	1.00	1.00	1.00	1.00	True	True
shared	50	58	40.27	100.00	40.27	100.00	29.07	29.20	16.45	14.60	10.27	236.6	1.00	1.00	1.00	1.00	True	True
shared	50	59	100.00	28.11	35.90	35.90	46.69	6.60	30.25	30.25	15.35	388.7	1.00	0.59	1.00	0.57	True	False
shared	50	60	100.00	41.91	100.00	100.00	26.47	20.45	1.02	26.47	39.34	383.6	1.00	1.00	1.00	1.00	True	True
shared	50	61	100.00	48.57	100.00	100.00	29.43	47.62	19.21	9.75	3.50	329.7	1.00	1.00	1.00	1.00	True	True
shared	50	62	100.00	100.00	48.82	100.00	2.46	5.25	18.55	7.63	11.69	322.7	1.00	1.00	1.00	1.00	True	True
shared	50	63	36.95	100.00	100.00	1.68	15.49	2.16	38.32	7.58	7.58	307.2	0.91	1.00	0.64	1.00	True	True
shared	50	64	43.14	43.14	43.14	39.88	39.88	27.85	22.17	39.88	19.56	393.5	1.00	1.00	1.00	0.98	True	False
shared	50	65	64.71	100.00	22.18	100.00	13.60	49.06	14.11	7.59	2.82	223.6	1.00	1.00	1.00	1.00	True	True
shared	50	66	36.16	17.76	30.65	30.65	21.64	3.89	7.61	6.20	30.65	363.3	0.51	1.00	0.50	1.00	False	True
shared	50	67	55.10	55.10	32.34	55.10	4.99	25.77	32.34	25.77	17.82	371.6	1.00	1.00	1.00	1.00	True	True
shared	50	68	19.57	100.00	100.00	11.31	59.24	59.24	14.13	23.20	23.20	373.2	0.83	0.54	0.53	0.51	False	False
shared	50	69	29.39	51.45	38.92	51.45	29.39	4.88	18.27	43.50	14.48	299.5	1.00	1.00	1.00	1.00	True	True
shared	50	70	30.42	100.00	100.00	38.01	12.71	20.36	3.79	19.99	2.90	367.9	0.51	1.00	0.50	1.00	False	True
shared	50	71	100.00	100.00	34.85	100.00	38.83	13.39	17.47	23.01	7.62	358.7	1.00	1.00	1.00	1.00	True	True
shared	50	72	34.66	33.43	40.22	40.22	33.43	2.04	30.78	33.43	16.05	348.4	1.00	1.00	1.00	1.00	True	True
shared	50	73	100.00	100.00	9.55	100.00	33.32	27.62	33.20	27.62	33.20	303.7	1.00	0.53	1.00	0.50	True	False
shared	50	74	29.11	51.30	60.45	60.45	10.29	27.82	7.91	51.30	17.27	369.6	1.00	0.95	1.00	0.93	True	False
shared	50	75	42.54	30.64	30.64	17.61	30.64	42.54	30.64	24.72	24.72	324.3	1.00	0.94	1.00	0.78	True	True
shared	50	76	86.72	22.15	67.52	67.52	30.86	9.11	2.37	22.15	20.94	279.7	1.00	0.99	1.00	0.97	True	True
shared	50	77	77.60	21.14	21.14	14.14	49.52	27.12	18.58	9.36	7.42	312.9	1.00	1.00	1.00	1.00	True	True
shared	50	78	41.90	37.44	43.19	43.19	30.54	24.34	31.48	25.69	31.12	365.6	1.00	1.00	1.00	1.00	True	True
shared	50	79	62.30	100.00	100.00	66.71	39.30	3.70	33.57	66.71	3.70	393.0	1.00	1.00	1.00	1.00	True	True
shared	50	80	15.44	100.00	54.70	100.00	12.80	15.44	10.62	13.34	54.70	486.3	0.51	1.00	0.50	1.00	False	True
shared	50	81	100.00	41.24	100.00	100.00	13.46	17.30	26.26	18.47	2.27	371.3	1.00	1.00	1.00	1.00	True	True
shared	50	82	61.01	100.00	52.87	100.00	6.11	52.87	4.56	17.02	52.87	370.8	1.00	1.00	1.00	1.00	True	True
shared	50	83	100.00	50.41	100.00	100.00	0.40	13.12	28.85	50.41	8.44	378.4	1.00	1.00	1.00	1.00	True	True
shared	50	84	100.00	5.95	3.97	5.95	10.89	8.33	5.95	5.24	5.95	395.1	1.00	0.99	1.00	0.98	True	False
shared	50	85	100.00	40.93	100.00	100.00	7.97	26.14	26.14	4.16	28.78	368.7	1.00	1.00	1.00	1.00	True	True
shared	50	86	70.62	100.00	100.00	29.80	16.98	27.94	17.95	21.73	8.33	398.8	1.00	1.00	1.00	1.00	True	True
shared	50	87	100.00	35.25	35.25	29.88	19.19	11.19	18.63	29.88	11.19	411.8	1.00	1.00	1.00	1.00	True	True
shared	50	88	100.00	100.00	59.82	100.00	14.54	13.71	27.22	29.68	59.82	359.8	1.00	1.00	1.00	1.00	True	True
shared	50	89	100.00	44.14	100.00	100.00	18.51	21.75	7.69	38.36	48.05	467.9	1.00	1.00	1.00	1.00	True	True
shared	50	90	38.46	100.00	100.00	38.46	24.26	37.17	10.51	11.40	23.89	425.6	1.00	1.00	1.00	1.00	True	True
shared	50	91	100.00	70.55	100.00	100.00	27.50	32.53	7.63	34.39	26.17	324.9	1.00	1.00	1.00	1.00	True	True
shared	50	92	65.21	33.10	33.10	29.66	20.42	22.76	33.10	29.66	22.94	334.1	1.00	0.51	1.00	0.50	True	False
shared	50	93	100.00	11.57	21.73	21.73	13.04	7.93	11.54	7.88	21.73	363.4	1.00	0.53	1.00	0.50	True	False
shared	50	94	100.00	37.04	100.00	100.00	32.56	30.19	37.04	14.69	17.39	147.6	1.00	1.00	1.00	1.00	True	True
shared	50	95	55.65	64.73	45.36	64.73	64.73	64.73	45.36	64.73	29.53	339.9	1.00	0.55	1.00	0.54	True	False
shared	50	96	34.68	100.00	27.22	100.00	2.48	34.68	27.22	4.87	16.79	326.3	1.00	1.00	1.00	1.00	True	True
shared	50	97	27.59	8.30	21.55	21.55	16.13	17.53	12.15	12.15	10.67	363.9	1.00	0.51	1.00	0.50	True	False
shared	50	98	71.71	40.63	71.71	71.71	28.18	0.04	19.75	16.97	28.18	413.3	1.00	1.00	1.00	1.00	True	True
shared	50	99	57.93	69.06	69.06	43.51	2.83	7.29	69.06	33.88	15.94	340.3	1.00	1.00	1.00	1.00	True	True
shared	50	100	55.13	33.87	36.72	36.72	29.09	0.46	26.46	11.63	28.58	403.8	1.00	1.00	1.00	1.00	True	True
shared	100	1	54.27	100.00	39.15	100.00	30.76	46.04	0.18	21.09	19.04	101.4	1.00	1.00	1.00	1.00	True	True
shared	100	2	51.73	51.73	100.00	100.00	12.73	36.62	36.62	10.82	26.46	301.4	1.00	1.00	1.00	1.00	True	True
shared	100	3	61.63	34.71	41.53	41.53	30.19	16.13	7.75	34.71	1.20	309.3	1.00	1.00	1.00	1.00	True	True
shared	100	4	54.77	100.00	20.30	100.00	21.18	4.28	15.76	8.78	19.54	309.4	1.00	0.51	1.00	0.50	True	False
shared	100	5	35.26	13.97	100.00	100.00	20.24	19.48	13.97	11.33	21.57	299.1	1.00	1.00	1.00	1.00	True	True
shared	100	6	100.00	59.25	48.90	59.25	24.54	7.22	27.24	9.63	48.90	333.9	1.00	0.96	1.00	0.83	True	False
shared	100	7	100.00	43.08	100.00	100.00	20.36	14.17	12.08	15.44	14.17	417.3	1.00	1.00	1.00	1.00	True	True
shared	100	8	31.25	100.00	33.50	100.00	31.25	27.33	33.08	6.17	33.50	298.9	1.00	1.00	1.00	1.00	True	True
shared	100	9	49.16	100.00	66.79	100.00	14.36	22.15	41.14	100.00	13.96	394.5	1.00	1.00	1.00	1.00	True	True
shared	100	10	26.75	100.00	20.04	100.00	26.75	21.01	22.79	15.87	22.79	442.9	0.87	1.00	0.54	1.00	False	True
shared	100	11	100.00	32.72	100.00	100.00	13.95	15.51	18.01	32.72	33.09	354.5	1.00	1.00	1.00	1.00	True	True
shared	100	12	100.00	45.80	100.00	100.00	35.72	29.19	8.54	33.04	15.59	457.4	1.00	1.00	1.00	1.00	True	True
shared	100	13	38.50	50.97	100.00	100.00	33.06	17.86	26.83	20.24	100.00	265.1	1.00	1.00	1.00	1.00	True	True
shared	100	14	100.00	100.00	17.70	100.00	26.86	17.70	17.70	26.86	11.81	281.6	1.00	1.00	1.00	1.00	True	True
shared	100	15	55.43	2.69	55.43	55.43	4.76	2.11	26.73	26.73	28.78	294.0	1.00	0.52	1.00	0.52	True	False
shared	100	16	55.10	100.00	100.00	18.09	11.43	3.19	13.43	11.43	18.09	344.1	1.00	0.95	1.00	0.81	False	True
shared	100	17	100.00	100.00	34.38	100.00	36.63	6.80	10.55	28.87	34.38	365.5	1.00	1.00	1.00	1.00	True	True
shared	100	18	100.00	9.64	89.55	89.55	8.85	10.25	8.18	9.64	25.81	368.6	1.00	1.00	1.00	1.00	True	True
shared	100	19	50.26	50.26	44.53	50.26	17.28	25.54	33.65	7.86	23.25	425.1	1.00	1.00	1.00	1.00	True	True
shared	100	20	100.00	25.28	52.82	52.82	30.14	16.63	25.00	25.28	7.89	257.4	1.00	1.00	1.00	1.00	True	True
shared	100	21	37.00	100.00	28.27	100.00	26.03	26.09	28.27	8.33	16.75	365.0	1.00	1.00	1.00	1.00	True	True
shared	100	22	44.57	41.09	44.57	44.57	30.41	31.92	14.12	17.41	25.73	374.7	1.00	1.00	1.00	1.00	True	True
shared	100	23	100.00	73.36	19.23	73.36	16.17	31.48	19.23	21.00	16.37	105.9	1.00	1.00	1.00	0.99	True	True
shared	100	24	39.95	100.00	100.00	36.99	28.45	27.29	31.46	9.41	36.99	293.9	1.00	1.00	1.00	1.00	True	True
shared	100	25	64.62	100.00	64.62	100.00	12.83	6.27	18.54	22.39	6.43	334.1	1.00	0.97	1.00	0.86	True	True
shared	100	26	100.00	100.00	100.00	39.09	15.06	5.25	25.10	19.42	22.58	279.1	1.00	1.00	1.00	1.00	True	True
shared	100	27	60.38	60.38	60.38	49.95	60.38	29.80	60.38	3.07	33.80	200.6	1.00	0.51	1.00	0.50	True	False
shared	100	28	100.00	100.00	56.91	100.00	30.05	33.06	26.96	14.13	33.06	290.1	1.00	1.00	1.00	1.00	True	True
shared	100	29	40.75	40.75	100.00	100.00	14.85	9.40	18.22	13.80	12.57	393.1	1.00	1.00	1.00	1.00	True	True
shared	100	30	36.52	100.00	30.14	100.00	21.02	4.34	23.72	36.63	30.14	3.5	0.90	0.90	0.79	0.79	True	True
shared	100	31	100.00	100.00	100.00	46.09	30.84	15.30	24.23	23.70	28.54	282.2	1.00	1.00	1.00	1.00	True	True
shared	100	32	100.00	100.00	100.00	42.02	17.88	19.95	13.44	35.36	9.36	270.9	1.00	1.00	1.00	1.00	True	True
shared	100	33	33.06	23.19	35.53	35.53	33.06	8.50	14.94	23.19	24.80	218.1	1.00	1.00	1.00	1.00	True	True
shared	100	34	100.00	9.55	28.96	28.96	9.22	20.70	22.61	22.61	16.84	424.1	1.00	1.00	1.00	1.00	True	True
shared	100	35	40.32	35.34	43.57	43.57	6.52	0.37	35.34	25.50	43.57	356.2	1.00	0.98	1.00	0.94	True	True
shared	100	36	100.00	100.00	40.33	100.00	19.13	23.63	2.87	32.28	9.54	239.9	1.00	1.00	1.00	1.00	True	True
shared	100	37	43.06	39.48	39.48	38.71	37.33	14.22	39.48	4.65	14.22	448.1	1.00	1.00	1.00	1.00	True	True
shared	100	38	100.00	34.24	32.42	34.24	25.76	100.00	11.60	7.22	20.53	345.1	1.00	1.00	1.00	1.00	True	True
shared	100	39	100.00	100.00	35.14	100.00	50.95	4.03	26.99	23.30	19.89	301.6	1.00	1.00	1.00	1.00	True	True
shared	100	40	100.00	100.00	57.77	100.00	7.89	19.31	23.74	11.43	21.90	227.4	1.00	1.00	1.00	1.00	True	True
shared	100	41	56.66	36.99	100.00	100.00	17.74	21.84	36.99	34.71	29.69	380.3	1.00	1.00	1.00	1.00	True	True
shared	100	42	100.00	100.00	100.00	30.74	13.45	6.89	17.61	10.10	4.66	426.9	1.00	1.00	1.00	1.00	True	True
shared	100	43	57.49	57.49	100.00	100.00	8.28	32.45	20.10	32.45	100.00	257.9	1.00	1.00	1.00	1.00	True	True
shared	100	44	64.31	100.00	100.00	71.88	23.79	45.95	34.91	71.88	23.79	320.6	1.00	1.00	1.00	1.00	True	True
shared	100	45	49.38	51.68	36.52	51.68	18.33	40.97	24.22	33.08	30.20	356.6	1.00	1.00	1.00	1.00	True	True
shared	100	46	100.00	61.71	71.72	71.72	18.67	13.06	19.61	61.71	10.92	358.9	1.00	1.00	1.00	1.00	True	True
shared	100	47	14.13	35.88	56.36	56.36	14.13	13.62	24.42	10.68	16.23	297.5	1.00	0.60	1.00	0.53	True	True
shared	100	48	39.90	27.98	50.25	50.25	22.41	0.98	16.08	27.98	37.45	322.5	1.00	1.00	1.00	1.00	True	True
shared	100	49	100.00	100.00	35.21	100.00	36.45	16.41	33.87	6.73	35.21	400.6	1.00	1.00	1.00	1.00	True	True
shared	100	50	20.11	100.00	35.45	100.00	20.11	8.18	2.04	16.39	7.37	380.0	1.00	1.00	1.00	1.00	True	True
shared	100	51	53.73	100.00	100.00	53.73	5.93	45.34	40.75	28.61	8.50	231.2	1.00	1.00	1.00	1.00	True	True
shared	100	52	100.00	100.00	30.16	100.00	23.57	1.52	23.81	15.17	6.50	314.0	1.00	1.00	1.00	1.00	True	True
shared	100	53	54.47	100.00	22.84	100.00	14.73	27.43	3.86	17.26	22.84	409.1	1.00	1.00	1.00	1.00	True	True
shared	100	54	100.00	35.18	35.18	10.37	38.08	32.16	35.18	0.83	10.37	378.9	1.00	0.51	1.00	0.50	True	False
shared	100	55	100.00	100.00	25.17	100.00	6.62	57.40	14.43	19.90	0.50	325.3	1.00	1.00	1.00	1.00	True	True
shared	100	56	21.85	100.00	50.07	100.00	24.91	24.91	23.47	24.91	37.76	436.8	1.00	1.00	1.00	1.00	True	True
shared	100	57	100.00	100.00	59.82	100.00	18.87	46.57	15.89	12.77	15.34	291.7	1.00	1.00	1.00	1.00	True	True
shared	100	58	51.48	31.32	55.64	55.64	21.64	35.88	47.94	47.94	26.22	306.6	1.00	0.51	1.00	0.50	True	False
shared	100	59	69.85	38.74	20.05	38.74	13.80	0.61	20.05	5.07	9.01	404.8	1.00	1.00	1.00	1.00	True	True
shared	100	60	62.74	62.74	62.74	38.61	34.17	37.54	22.63	1.49	37.54	372.0	1.00	1.00	1.00	1.00	True	True
shared	100	61	58.44	13.52	100.00	100.00	18.70	20.15	18.49	18.49	15.50	367.5	1.00	1.00	1.00	1.00	True	True
shared	100	62	100.00	41.89	49.25	49.25	13.82	17.54	17.54	10.80	16.26	278.6	1.00	1.00	1.00	1.00	True	True
shared	100	63	36.97	100.00	33.01	100.00	16.93	36.97	19.20	18.42	33.01	250.8	0.97	1.00	0.91	1.00	False	True
shared	100	64	53.08	40.41	53.08	53.08	24.15	19.66	28.22	13.47	52.98	330.8	1.00	1.00	1.00	1.00	True	True
shared	100	65	100.00	100.00	31.20	100.00	36.42	28.20	10.75	19.97	24.44	277.6	1.00	1.00	1.00	1.00	True	True
shared	100	66	100.00	100.00	100.00	42.92	5.47	15.80	14.40	11.72	37.79	378.4	1.00	1.00	1.00	1.00	True	True
shared	100	67	100.00	100.00	21.67	100.00	21.20	21.66	5.73	9.35	9.99	452.3	1.00	0.53	1.00	0.52	True	False
shared	100	68	29.73	100.00	38.33	100.00	16.54	23.95	23.95	33.91	29.91	407.6	1.00	1.00	1.00	0.99	True	False
shared	100	69	52.03	100.00	41.31	100.00	4.20	17.85	5.41	17.26	7.13	408.4	1.00	1.00	1.00	1.00	True	True
shared	100	70	100.00	30.64	100.00	100.00	27.97	18.91	23.57	18.91	38.02	372.5	1.00	1.00	1.00	1.00	True	True
shared	100	71	100.00	34.78	34.78	5.85	19.58	8.94	21.18	34.78	34.78	270.1	1.00	0.51	1.00	0.50	True	False
shared	100	72	100.00	100.00	100.00	37.26	29.98	17.05	10.48	31.23	7.42	436.2	1.00	1.00	1.00	1.00	True	True
shared	100	73	14.34	100.00	100.00	24.14	20.85	20.85	10.17	61.04	61.04	329.9	1.00	0.53	1.00	0.51	True	True
shared	100	74	46.03	39.66	32.58	39.66	25.43	38.25	29.26	31.47	32.58	223.4	1.00	0.51	1.00	0.50	True	False
shared	100	75	100.00	100.00	100.00	41.51	21.87	18.86	21.66	34.02	13.72	324.9	1.00	1.00	1.00	1.00	True	True
shared	100	76	54.30	35.30	20.87	35.30	54.30	37.52	20.87	33.63	14.58	302.7	1.00	1.00	1.00	1.00	True	True
shared	100	77	30.44	100.00	26.28	100.00	18.71	4.01	26.28	15.35	13.65	293.6	1.00	1.00	1.00	1.00	True	True
shared	100	78	100.00	100.00	100.00	39.54	31.43	24.37	5.30	21.53	31.43	281.5	1.00	1.00	1.00	1.00	True	True
shared	100	79	57.85	61.14	61.14	57.85	31.19	17.69	42.24	12.20	18.18	298.2	1.00	1.00	1.00	1.00	True	True
shared	100	80	50.31	31.91	44.51	44.51	12.36	27.00	18.60	31.91	22.92	281.1	1.00	1.00	1.00	1.00	True	True
shared	100	81	100.00	49.05	42.67	49.05	11.96	5.03	37.66	13.94	13.12	391.6	1.00	1.00	1.00	1.00	True	True
shared	100	82	34.57	36.41	36.41	25.29	7.79	6.78	21.84	2.89	19.53	306.7	1.00	0.80	1.00	0.51	True	False
shared	100	83	100.00	42.42	48.50	48.50	42.42	55.05	27.63	42.42	27.70	230.0	1.00	0.96	1.00	0.88	True	False
shared	100	84	62.93	62.93	32.80	62.93	11.39	23.81	15.51	30.34	9.62	322.4	1.00	1.00	1.00	1.00	True	True
